title,url,image,description
Geo Print Sweater &amp; Mini Skirt Set,https://www.forever21.com//us/2000492524.html?dwvar_2000492524_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw67e99ddc/1_front_750/00492524-03.jpg?sw=300&amp;sh=450,"The individual is wearing a chic black geo print sweater and mini skirt set with a cropped top and a coordinating high-waisted skirt, both featuring a subtle textured geometric pattern."
Rhinestone Mini Tube Dress,https://www.forever21.com//us/2001248480.html?dwvar_2001248480_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw4beeac6c/1_front_750/01248480-01.jpg?sw=300&amp;sh=450,The individual is wearing a sleek black strapless mini tube dress embellished with delicate rhinestones that add a subtle sparkle to the ensemble.
Sequin Halter Mini Dress,https://www.forever21.com//us/2000501306.html?dwvar_2000501306_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw7b9bf119/1_front_750/00501306-01.jpg?sw=300&amp;sh=450,"The individual is wearing a sleek black sequin halter mini dress that features a high neckline and a form-fitting silhouette, paired with platform heels for a chic, party-ready look."
Satin Bow Mini Dress,https://www.forever21.com//us/2000499176.html?dwvar_2000499176_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw26ac95e4/1_front_750/00499176-02.jpg?sw=300&amp;sh=450,The individual is wearing a sleek black satin bow mini dress featuring thin spaghetti straps and a prominent bow detail at the bust for a touch of elegance.
Faux Leather Twist-Front Mini Dress,https://www.forever21.com//us/2000495610.html?dwvar_2000495610_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwd2d1c44d/1_front_750/00495610-03.jpg?sw=300&amp;sh=450,"The individual is wearing a chic faux leather twist-front mini dress in a rich brown hue, featuring a plunging V-neckline and long sleeves, offering a sleek and edgy evening look."
Rhinestone Bow Mini Sweater Dress,https://www.forever21.com//us/2000499006.html?dwvar_2000499006_color=08,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw06c3e8a8/1_front_750/00499006-08.jpg?sw=300&amp;sh=450,"The individual is wearing a chic emerald green mini sweater dress that features a sophisticated high neckline with a unique rhinestone-embellished bow detail, complementing the sleek, form-fitting silhouette of the garment."
Lace Flounce Mini Dress,https://www.forever21.com//us/2000500760.html?dwvar_2000500760_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw3040aa3b/1_front_750/00500760-01.jpg?sw=300&amp;sh=450,The individual is wearing a chic black lace flounce mini dress with sheer long sleeves and playful ruffle detailing at the hem.
Bodycon Mini Sweater Dress,https://www.forever21.com//us/2000493847.html?dwvar_2000493847_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw73d33035/1_front_750/00493847-01.jpg?sw=300&amp;sh=450,"The individual is wearing a ribbed bodycon mini sweater dress in a brown hue with distinctive cable knit detailing along the sides and frilled accents on the shoulders, complemented by long sleeves and a square neckline."
Mesh Rhinestone Mini Dress,https://www.forever21.com//us/2001248620.html?dwvar_2001248620_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw3fa22d80/1_front_750/01248620-01.jpg?sw=300&amp;sh=450,"The individual is wearing a form-fitting, long-sleeve mini dress in a subtle peach tone, but contrary to the description, it does not appear to be made of mesh or embellished with rhinestones in this image."
Sequin One-Shoulder Midi Dress,https://www.forever21.com//us/2000500929.html?dwvar_2000500929_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw91e9106a/1_front_750/00500929-01.jpg?sw=300&amp;sh=450,"The individual is wearing a chic black sequin one-shoulder midi dress with an asymmetric neckline and a single long sleeve, paired with fluffy black heeled sandals."
Sweater-Knit Tube Midi Dress,https://www.forever21.com//us/2000493807.html?dwvar_2000493807_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwe6ad5ae8/1_front_750/00493807-01.jpg?sw=300&amp;sh=450,"The individual is wearing a form-fitting, strapless sweater-knit tube midi dress in a warm, earthy hue, which offers a sleek and elegant silhouette."
Sheer Rhinestone Mesh Tank Dress,https://www.forever21.com//us/2000500108.html?dwvar_2000500108_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw5b56eb6e/1_front_750/00500108-01.jpg?sw=300&amp;sh=450,The individual is wearing a form-fitting sheer rhinestone mesh tank dress with a sleeveless design and a generous adornment of sparkling embellishments that catch the light beautifully.
Cable Knit Mini Sweater Dress,https://www.forever21.com//us/2000501320.html?dwvar_2000501320_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw6cf4e788/1_front_750/00501320-01.jpg?sw=300&amp;sh=450,"The individual is wearing a chic white cable knit mini sweater dress with a classic crew neckline and long sleeves, paired with trendy chunky white boots."
Jacquard Geo Midi Dress,https://www.forever21.com//us/2000497616.html?dwvar_2000497616_color=06,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw14525e78/1_front_750/00497616-06.jpg?sw=300&amp;sh=450,"The individual is wearing a fitted, camel-colored midi dress with a geometric jacquard pattern, long sleeves, and a high neckline, paired with clear heels."
Satin Lace-Trim Mini Skater Dress,https://www.forever21.com//us/2001248484.html?dwvar_2001248484_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw9543f40c/1_front_750/01248484-01.jpg?sw=300&amp;sh=450,"The individual is wearing a silky purple satin lace-trim mini skater dress with delicate spaghetti straps and a sweetheart neckline, elegantly cinched at the waist with lace details for a refined touch."
Velvet Flounce Mini Dress,https://www.forever21.com//us/2000500916.html?dwvar_2000500916_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw1bf0b494/1_front_750/00500916-02.jpg?sw=300&amp;sh=450,"The individual is wearing a plush velvet flounce mini dress in a deep wine color featuring long puff sleeves, a mock neckline, and a playful ruffled hem."
Sequin Blazer &amp; Pants Set,https://www.forever21.com//us/2001248194.html?dwvar_2001248194_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw2673a27f/1_front_750/01248194-01.jpg?sw=300&amp;sh=450,"The individual is wearing a chic black sequin blazer and pants set, exuding a glamorous and modern evening style."
Hooded Mini Sweater Dress,https://www.forever21.com//us/2000500909.html?dwvar_2000500909_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwca70f838/1_front_750/00500909-01.jpg?sw=300&amp;sh=450,The individual is wearing a chic hooded mini sweater dress with a relaxed fit and minimalistic design paired with on-trend chunky boots.
Plunging Flare Mini Dress,https://www.forever21.com//us/2000501295.html?dwvar_2000501295_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw4164a121/1_front_750/00501295-01.jpg?sw=300&amp;sh=450,The individual is wearing a chic black plunging flare mini dress with a deep V-neckline and a fitted waist that elegantly transitions into a flared skirt.
Open-Back Bodycon Maxi Dress,https://www.forever21.com//us/2001248636.html?dwvar_2001248636_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw6bb68c26/1_front_750/01248636-01.jpg?sw=300&amp;sh=450,"The individual is wearing a sleek black open-back bodycon maxi dress with a subtle flare at the hem, creating an elegant silhouette."
Satin Rhinestone-Trim Mini Dress,https://www.forever21.com//us/2000501304.html?dwvar_2000501304_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwa6be0233/1_front_750/00501304-02.jpg?sw=300&amp;sh=450,"The individual is wearing a sleek and lustrous red satin mini dress with delicate rhinestone trim detailing, complemented by a pair of red tights for a monochromatic look."
Mesh Cowl Neck Maxi Dress,https://www.forever21.com//us/2000495634.html?dwvar_2000495634_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwf038a514/1_front_750/00495634-01.jpg?sw=300&amp;sh=450,"The individual is wearing a sleek black mesh cowl neck maxi dress with a form-fitting silhouette and thin spaghetti straps, complemented by simple, elegant black heels."
Ribbed Combo Bodycon Midi Dress,https://www.forever21.com//us/2000495261.html?dwvar_2000495261_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwb5deebb4/1_front_750/00495261-01.jpg?sw=300&amp;sh=450,"The individual is wearing a sleek black ribbed combo bodycon midi dress with cut-out details at the shoulders, long sleeves, and a tasteful side slit, paired with strappy black heels."
Sheer Lace Cami Maxi Dress,https://www.forever21.com//us/2001248481.html?dwvar_2001248481_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw9e3725b4/1_front_750/01248481-01.jpg?sw=300&amp;sh=450,"The individual is wearing a sleek, form-fitting sheer lace cami maxi dress in black, featuring delicate spaghetti straps and intricate lace detailing throughout, offering a sophisticated yet alluring aesthetic."
Abstract Print Bustier Mini Dress,https://www.forever21.com//us/2000478747.html?dwvar_2000478747_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwb53f8a61/1_front_750/00478747-01.jpg?sw=300&amp;sh=450,"The individual is wearing a vibrant abstract print bustier mini dress featuring a palette of pink, red, yellow, and purple shades with a flattering cinched waistline and delicate spaghetti straps."
Metallic One-Shoulder Mini Sweater Dress,https://www.forever21.com//us/2000495621.html?dwvar_2000495621_color=04,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw1883ea29/1_front_750/00495621-04.jpg?sw=300&amp;sh=450,"The individual is wearing a chic metallic one-shoulder mini sweater dress with a body-conforming silhouette that offers a modern, effortlessly sophisticated look."
Chevron Mini Sweater Dress,https://www.forever21.com//us/2000500897.html?dwvar_2000500897_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw1fe99fee/1_front_750/00500897-01.jpg?sw=300&amp;sh=450,"The individual is wearing a chevron-patterned mini sweater dress featuring earth-toned color blocks of white, beige, and various shades of brown, complemented by a pair of mid-calf neutral boots."
Bandage Tube Top &amp; Mini Skirt Set,https://www.forever21.com//us/2000498398.html?dwvar_2000498398_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw1bfcbf53/1_front_750/00498398-02.jpg?sw=300&amp;sh=450,The individual is wearing a coordinated lavender bandage tube top and mini skirt set that features a form-fitting design with horizontal ribbing details.
Feather Sequin Tube Dress,https://www.forever21.com//us/2000501292.html?dwvar_2000501292_color=02,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw34c62766/1_front_750/00501292-02.jpg?sw=300&amp;sh=450,The individual is wearing a glamorous feather sequin tube dress with a shimmering silver sequin body and a plush feather trim at the bust line for a touch of opulence.
Sequin Cutout Mini Dress,https://www.forever21.com//us/2000500404.html?dwvar_2000500404_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw1d87ae61/1_front_750/00500404-03.jpg?sw=300&amp;sh=450,"The individual is wearing a shimmering sequin cutout mini dress featuring long sleeves, a high neckline, and a chic chest cutout."
Sequin Long-Sleeve Mini Dress,https://www.forever21.com//us/2000474797.html?dwvar_2000474797_color=05,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw1f1d12e8/1_front_750/00474797-05.jpg?sw=300&amp;sh=450,"The individual is wearing a chic sequin long-sleeve mini dress with a cinched waist, exuding a radiant and glamourous vibe."
Faux Leather Bodycon Slit Dress,https://www.forever21.com//us/2000493829.html?dwvar_2000493829_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw810d9788/1_front_750/00493829-01.jpg?sw=300&amp;sh=450,The individual is wearing a sleek faux leather bodycon dress featuring a daring thigh-high slit and delicate spaghetti straps that create a chic and sultry silhouette.
Rhinestone Tube Midi Dress,https://www.forever21.com//us/2000500431.html?dwvar_2000500431_color=05,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw0c9f8f05/1_front_750/00500431-05.jpg?sw=300&amp;sh=450,"The individual is wearing a strapless, fitted rhinestone tube midi dress with a straight neckline and a flattering, body-hugging silhouette that flares subtly at the hem, paired with chic open-toed heels."
Sequin Sweetheart Maxi Dress,https://www.forever21.com//us/2000501294.html?dwvar_2000501294_color=01,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dw942732ff/1_front_750/00501294-01.jpg?sw=300&amp;sh=450,"The individual is wearing a black sequin sweetheart maxi dress with a figure-hugging silhouette, delicate spaghetti straps, and a subtle flared hem, exuding an elegant and glamorous evening style."
Striped Long-Sleeve Shirt Dress,https://www.forever21.com//us/2000494925.html?dwvar_2000494925_color=03,https://www.forever21.com/dw/image/v2/BFKH_PRD/on/demandware.static/-/Sites-f21-master-catalog/default/dwdc39fbc3/1_front_750/00494925-03.jpg?sw=300&amp;sh=450,"The individual is wearing a chic black and white striped long-sleeve shirt dress, complemented by a crisp white collar, button-down front, and a playful ruffled hemline, paired with white socks and black loafers for a preppy yet"
